IP地址,端口,TLS,数据中心,地区,城市,延迟(ms),速度(MB/s)
104.16.168.205,2082,FALSE,SJC,North America,San Jose,167,18.25
104.18.190.142,8880,FALSE,SJC,North America,San Jose,159,18.24
104.17.235.239,2082,FALSE,SJC,North America,San Jose,160,18.22
104.17.136.38,2086,FALSE,SJC,North America,San Jose,161,18.21
104.17.12.96,8880,FALSE,SJC,North America,San Jose,161,18.21
104.18.100.40,2052,FALSE,SJC,North America,San Jose,156,18.21
104.18.101.10,8880,FALSE,SJC,North America,San Jose,161,18.2
104.18.253.48,8880,FALSE,SJC,North America,San Jose,159,18.2
104.18.102.110,8880,FALSE,SJC,North America,San Jose,135,18.2
104.17.58.241,8080,FALSE,SJC,North America,San Jose,180,18.2
104.18.129.6,8880,FALSE,SJC,North America,San Jose,153,18.19
104.16.158.218,2052,FALSE,SJC,North America,San Jose,157,18.19
104.16.223.46,2086,FALSE,SJC,North America,San Jose,159,18.19
104.18.82.87,2082,FALSE,SJC,North America,San Jose,142,18.18
104.16.181.223,2052,FALSE,SJC,North America,San Jose,164,18.18
104.17.194.113,8080,FALSE,SJC,North America,San Jose,149,18.18
104.17.10.36,8880,FALSE,SJC,North America,San Jose,162,18.17
104.16.231.248,2086,FALSE,SJC,North America,San Jose,138,18.17
104.16.173.109,8880,FALSE,SJC,North America,San Jose,162,18.17
104.16.55.89,80,FALSE,SJC,North America,San Jose,147,18.16
104.17.209.101,80,FALSE,SJC,North America,San Jose,164,18.16
104.16.247.167,2052,FALSE,SJC,North America,San Jose,164,18.15
104.19.210.8,8880,FALSE,SJC,North America,San Jose,162,18.15
104.18.104.226,2052,FALSE,SJC,North America,San Jose,153,18.14
104.19.186.74,8880,FALSE,SJC,North America,San Jose,161,18.14
104.18.126.213,8880,FALSE,SJC,North America,San Jose,156,18.14
104.17.170.112,2052,FALSE,SJC,North America,San Jose,158,18.13
104.18.224.199,8880,FALSE,SJC,North America,San Jose,130,18.1
104.19.178.64,8880,FALSE,SJC,North America,San Jose,158,18.09
104.17.41.182,2082,FALSE,SJC,North America,San Jose,133,18.09
104.16.188.98,2086,FALSE,SJC,North America,San Jose,158,18.08
104.16.216.53,2052,FALSE,SJC,North America,San Jose,135,18.07
190.93.247.55,2095,FALSE,SJC,North America,San Jose,163,18.06
104.18.88.132,2052,FALSE,SJC,North America,San Jose,141,18.06
104.17.203.6,2086,FALSE,SJC,North America,San Jose,159,18.06
104.16.193.204,8080,FALSE,SJC,North America,San Jose,168,18.05
104.21.231.106,2095,FALSE,SJC,North America,San Jose,165,18.03
104.16.123.106,2086,FALSE,SJC,North America,San Jose,163,18.03
104.16.241.221,80,FALSE,SJC,North America,San Jose,148,18.02
104.18.92.143,8880,FALSE,SJC,North America,San Jose,163,18.01
104.19.174.94,8880,FALSE,SJC,North America,San Jose,167,18
104.17.81.22,2052,FALSE,SJC,North America,San Jose,156,18
104.16.149.173,8880,FALSE,SJC,North America,San Jose,165,17.99
104.16.15.55,2052,FALSE,SJC,North America,San Jose,141,17.99
104.17.31.147,2086,FALSE,SJC,North America,San Jose,165,17.98
104.16.141.105,2086,FALSE,SJC,North America,San Jose,160,17.97
104.16.156.51,2082,FALSE,SJC,North America,San Jose,161,17.97
104.17.233.202,8080,FALSE,SJC,North America,San Jose,149,17.95
104.18.227.209,8880,FALSE,SJC,North America,San Jose,132,17.95
104.19.159.44,8880,FALSE,SJC,North America,San Jose,165,17.93
104.16.235.226,8080,FALSE,SJC,North America,San Jose,173,17.93
104.17.41.81,8080,FALSE,SJC,North America,San Jose,181,17.93
104.16.250.5,8880,FALSE,SJC,North America,San Jose,141,17.92
104.16.122.47,8080,FALSE,SJC,North America,San Jose,176,17.92
104.17.13.214,8880,FALSE,SJC,North America,San Jose,161,17.91
104.18.110.146,2052,FALSE,SJC,North America,San Jose,144,17.91
188.114.97.234,2095,FALSE,SJC,North America,San Jose,163,17.91
104.16.235.130,8880,FALSE,SJC,North America,San Jose,165,17.91
104.17.254.135,80,FALSE,SJC,North America,San Jose,150,17.89
104.17.96.32,8080,FALSE,SJC,North America,San Jose,150,17.88
104.16.182.61,8880,FALSE,SJC,North America,San Jose,164,17.88
104.17.83.47,8080,FALSE,SJC,North America,San Jose,149,17.88
104.17.25.80,8880,FALSE,SJC,North America,San Jose,142,17.87
104.18.89.33,80,FALSE,SJC,North America,San Jose,149,17.87
104.18.136.199,2086,FALSE,SJC,North America,San Jose,159,17.86
104.19.156.33,8880,FALSE,SJC,North America,San Jose,165,17.85
104.16.200.65,8080,FALSE,SJC,North America,San Jose,154,17.85
104.19.223.247,2052,FALSE,SJC,North America,San Jose,144,17.85
104.16.233.238,8880,FALSE,SJC,North America,San Jose,167,17.85
104.17.154.169,8080,FALSE,SJC,North America,San Jose,167,17.84
104.19.208.245,8880,FALSE,SJC,North America,San Jose,157,17.84
104.16.202.216,2052,FALSE,SJC,North America,San Jose,152,17.83
104.17.161.219,8080,FALSE,SJC,North America,San Jose,181,17.83
141.101.115.66,2095,FALSE,SJC,North America,San Jose,167,17.82
104.16.255.206,8880,FALSE,SJC,North America,San Jose,165,17.81
104.17.95.244,80,FALSE,SJC,North America,San Jose,149,17.81
104.18.194.58,2052,FALSE,SJC,North America,San Jose,136,17.8
104.17.1.23,2086,FALSE,SJC,North America,San Jose,160,17.79
104.16.196.226,8880,FALSE,SJC,North America,San Jose,165,17.79
104.19.161.137,8880,FALSE,SJC,North America,San Jose,165,17.79
104.16.155.92,2082,FALSE,SJC,North America,San Jose,140,17.78
104.17.232.134,8080,FALSE,SJC,North America,San Jose,181,17.78
104.16.220.214,8880,FALSE,SJC,North America,San Jose,163,17.77
104.16.231.49,8880,FALSE,SJC,North America,San Jose,151,17.77
104.17.168.153,8080,FALSE,SJC,North America,San Jose,134,17.77
104.17.52.113,2052,FALSE,SJC,North America,San Jose,160,17.77
104.18.76.185,8880,FALSE,SJC,North America,San Jose,168,17.76
104.19.177.66,8880,FALSE,SJC,North America,San Jose,164,17.76
104.18.191.92,8880,FALSE,SJC,North America,San Jose,166,17.76
104.17.10.207,2086,FALSE,SJC,North America,San Jose,166,17.75
104.17.86.176,2052,FALSE,SJC,North America,San Jose,143,17.74
104.18.234.170,8880,FALSE,SJC,North America,San Jose,133,17.73
104.17.241.7,80,FALSE,SJC,North America,San Jose,164,17.73
104.16.152.205,8080,FALSE,SJC,North America,San Jose,181,17.72
104.17.118.157,2086,FALSE,SJC,North America,San Jose,142,17.7
104.21.233.52,2052,FALSE,SJC,North America,San Jose,134,17.68
104.17.6.54,2086,FALSE,SJC,North America,San Jose,164,17.68
104.19.170.191,8880,FALSE,SJC,North America,San Jose,165,17.68
104.16.28.33,2086,FALSE,SJC,North America,San Jose,143,17.67
104.16.215.200,8880,FALSE,SJC,North America,San Jose,168,17.66
104.16.186.47,8880,FALSE,SJC,North America,San Jose,139,17.66
104.17.252.245,8080,FALSE,SJC,North America,San Jose,150,17.66
104.17.165.121,2086,FALSE,SJC,North America,San Jose,125,17.64
104.18.248.19,8880,FALSE,SJC,North America,San Jose,140,17.62
104.17.198.69,2086,FALSE,SJC,North America,San Jose,143,17.62
104.17.69.2,2086,FALSE,SJC,North America,San Jose,161,17.61
104.17.239.209,80,FALSE,SJC,North America,San Jose,166,17.59
104.18.91.223,8880,FALSE,SJC,North America,San Jose,133,17.58
104.18.102.97,2052,FALSE,SJC,North America,San Jose,156,17.57
104.17.111.144,2086,FALSE,SJC,North America,San Jose,127,17.57
104.18.224.100,2082,FALSE,SJC,North America,San Jose,149,17.55
104.17.97.39,80,FALSE,SJC,North America,San Jose,157,17.54
104.17.9.200,8880,FALSE,SJC,North America,San Jose,141,17.52
104.19.248.224,8880,FALSE,SJC,North America,San Jose,166,17.51
104.21.229.189,2082,FALSE,SJC,North America,San Jose,147,17.51
104.16.253.180,8080,FALSE,SJC,North America,San Jose,162,17.5
104.16.177.170,8880,FALSE,SJC,North America,San Jose,168,17.49
104.16.3.152,80,FALSE,SJC,North America,San Jose,149,17.49
104.16.251.130,8880,FALSE,SJC,North America,San Jose,166,17.48
104.17.153.165,8080,FALSE,SJC,North America,San Jose,163,17.48
104.18.80.13,80,FALSE,SJC,North America,San Jose,143,17.47
104.17.165.86,8080,FALSE,SJC,North America,San Jose,178,17.46
104.17.19.49,2052,FALSE,SJC,North America,San Jose,144,17.45
104.16.146.78,8880,FALSE,SJC,North America,San Jose,154,17.44
104.19.225.142,2052,FALSE,SJC,North America,San Jose,138,17.43
104.16.143.7,2086,FALSE,SJC,North America,San Jose,158,17.42
104.18.80.170,8880,FALSE,SJC,North America,San Jose,152,17.42
141.101.115.0,8080,FALSE,SJC,North America,San Jose,174,17.41
104.17.7.171,8880,FALSE,SJC,North America,San Jose,166,17.4
104.18.229.113,2082,FALSE,SJC,North America,San Jose,140,17.4
104.19.188.137,80,FALSE,SJC,North America,San Jose,149,17.4
198.41.208.26,2095,FALSE,SJC,North America,San Jose,169,17.39
104.16.157.96,2052,FALSE,SJC,North America,San Jose,140,17.37
104.16.123.60,2082,FALSE,SJC,North America,San Jose,140,17.37
104.19.146.109,8880,FALSE,SJC,North America,San Jose,157,17.35
104.16.247.49,8880,FALSE,SJC,North America,San Jose,169,17.34
104.17.0.178,8880,FALSE,SJC,North America,San Jose,165,17.34
104.18.220.41,2082,FALSE,SJC,North America,San Jose,149,17.33
104.16.195.94,8880,FALSE,SJC,North America,San Jose,169,17.33
104.16.30.148,2082,FALSE,SJC,North America,San Jose,142,17.33
104.21.233.133,2086,FALSE,SJC,North America,San Jose,131,17.32
104.16.123.70,8080,FALSE,SJC,North America,San Jose,164,17.29
104.16.6.27,2082,FALSE,SJC,North America,San Jose,127,17.28
104.16.208.6,80,FALSE,SJC,North America,San Jose,175,17.27
104.16.206.100,2086,FALSE,SJC,North America,San Jose,132,17.26
104.17.89.74,2086,FALSE,SJC,North America,San Jose,160,17.25
104.17.253.40,80,FALSE,SJC,North America,San Jose,153,17.25
104.16.177.5,2086,FALSE,SJC,North America,San Jose,143,17.23
104.17.16.232,8080,FALSE,SJC,North America,San Jose,180,17.23
104.16.251.226,80,FALSE,SJC,North America,San Jose,134,17.21
104.17.1.173,2082,FALSE,SJC,North America,San Jose,144,17.21
104.16.108.71,2086,FALSE,SJC,North America,San Jose,137,17.2
104.17.228.222,2052,FALSE,SJC,North America,San Jose,146,17.2
104.18.238.48,2082,FALSE,SJC,North America,San Jose,137,17.2
104.17.86.136,2086,FALSE,SJC,North America,San Jose,148,17.19
104.17.139.80,80,FALSE,SJC,North America,San Jose,178,17.18
104.19.249.6,8880,FALSE,SJC,North America,San Jose,168,17.18
188.114.96.13,2095,FALSE,SJC,North America,San Jose,172,17.17
104.18.219.50,2082,FALSE,SJC,North America,San Jose,143,17.17
104.17.216.161,2086,FALSE,SJC,North America,San Jose,155,17.17
104.16.254.176,2086,FALSE,SJC,North America,San Jose,128,17.17
104.18.160.197,2086,FALSE,SJC,North America,San Jose,147,17.16
104.18.79.214,2086,FALSE,SJC,North America,San Jose,146,17.15
104.16.38.137,2086,FALSE,SJC,North America,San Jose,133,17.15
104.17.147.190,2052,FALSE,SJC,North America,San Jose,160,17.14
104.17.185.7,8080,FALSE,SJC,North America,San Jose,164,17.14
104.16.4.211,2052,FALSE,SJC,North America,San Jose,134,17.14
104.17.14.22,8880,FALSE,SJC,North America,San Jose,151,17.13
104.18.75.134,2086,FALSE,SJC,North America,San Jose,137,17.13
104.16.59.161,80,FALSE,SJC,North America,San Jose,162,17.13
104.17.95.34,2052,FALSE,SJC,North America,San Jose,149,17.13
104.17.236.234,8080,FALSE,SJC,North America,San Jose,154,17.12
104.17.76.93,80,FALSE,SJC,North America,San Jose,150,17.1
104.18.247.54,2052,FALSE,SJC,North America,San Jose,157,17.09
104.16.185.226,2086,FALSE,SJC,North America,San Jose,149,17.08
104.17.20.81,80,FALSE,SJC,North America,San Jose,137,17.08
104.16.132.19,8080,FALSE,SJC,North America,San Jose,187,17.08
162.159.60.123,2095,FALSE,SJC,North America,San Jose,168,17.07
104.16.121.189,8080,FALSE,SJC,North America,San Jose,158,17.06
104.17.137.214,8080,FALSE,SJC,North America,San Jose,149,17.03
104.16.219.18,2086,FALSE,SJC,North America,San Jose,159,17.02
104.16.185.7,2082,FALSE,SJC,North America,San Jose,148,17.01
104.17.184.237,2086,FALSE,SJC,North America,San Jose,161,17
104.17.19.100,8080,FALSE,SJC,North America,San Jose,155,17
104.16.189.22,2086,FALSE,SJC,North America,San Jose,147,17
104.16.33.158,2086,FALSE,SJC,North America,San Jose,130,16.99
104.21.239.243,2095,FALSE,SJC,North America,San Jose,124,16.99
104.16.167.119,8880,FALSE,SJC,North America,San Jose,143,16.98
104.18.158.198,8880,FALSE,SJC,North America,San Jose,142,16.98
104.18.166.119,8880,FALSE,SJC,North America,San Jose,139,16.96
104.16.247.193,2086,FALSE,SJC,North America,San Jose,163,16.96
104.17.4.192,2052,FALSE,SJC,North America,San Jose,146,16.95
104.16.149.40,80,FALSE,SJC,North America,San Jose,159,16.93
104.18.140.4,8880,FALSE,SJC,North America,San Jose,149,16.92
104.16.164.80,8080,FALSE,SJC,North America,San Jose,175,16.91
141.101.114.161,2095,FALSE,SJC,North America,San Jose,173,16.9
104.16.220.39,80,FALSE,SJC,North America,San Jose,167,16.9
104.17.115.63,8080,FALSE,SJC,North America,San Jose,162,16.9
104.18.84.70,8880,FALSE,SJC,North America,San Jose,144,16.87
104.18.95.172,80,FALSE,SJC,North America,San Jose,168,16.86
104.17.63.188,2052,FALSE,SJC,North America,San Jose,141,16.85
104.17.148.87,2086,FALSE,SJC,North America,San Jose,148,16.84
104.17.225.205,80,FALSE,SJC,North America,San Jose,144,16.84
104.16.140.196,8080,FALSE,SJC,North America,San Jose,133,16.81
104.16.141.1,8880,FALSE,SJC,North America,San Jose,154,16.81
104.17.227.30,2052,FALSE,SJC,North America,San Jose,166,16.8
104.18.134.173,8880,FALSE,SJC,North America,San Jose,151,16.8
104.18.130.128,2052,FALSE,SJC,North America,San Jose,145,16.8
104.21.226.8,2095,FALSE,SJC,North America,San Jose,178,16.79
104.16.86.164,80,FALSE,SJC,North America,San Jose,157,16.78
104.17.202.154,8080,FALSE,SJC,North America,San Jose,147,16.76
104.17.125.11,8080,FALSE,SJC,North America,San Jose,164,16.75
104.17.169.63,2082,FALSE,SJC,North America,San Jose,131,16.74
104.17.136.131,8080,FALSE,SJC,North America,San Jose,167,16.73
104.17.144.214,8080,FALSE,SJC,North America,San Jose,171,16.72
104.17.17.144,8080,FALSE,SJC,North America,San Jose,158,16.72
104.16.152.230,2086,FALSE,SJC,North America,San Jose,147,16.7
104.17.158.241,80,FALSE,SJC,North America,San Jose,143,16.7
104.18.243.214,2052,FALSE,SJC,North America,San Jose,149,16.7
104.16.232.239,2052,FALSE,SJC,North America,San Jose,134,16.7
104.18.125.22,80,FALSE,SJC,North America,San Jose,149,16.68
104.17.2.56,80,FALSE,SJC,North America,San Jose,135,16.67
108.162.198.141,2086,FALSE,SJC,North America,San Jose,132,16.66
104.17.139.240,2052,FALSE,SJC,North America,San Jose,144,16.64
104.17.75.174,2086,FALSE,SJC,North America,San Jose,149,16.63
104.17.47.178,2082,FALSE,SJC,North America,San Jose,131,16.61
104.17.216.59,8080,FALSE,SJC,North America,San Jose,153,16.6
104.17.3.226,8880,FALSE,SJC,North America,San Jose,138,16.6
104.16.143.188,8880,FALSE,SJC,North America,San Jose,133,16.59
104.17.40.19,2082,FALSE,SJC,North America,San Jose,132,16.59
104.16.223.139,8880,FALSE,SJC,North America,San Jose,165,16.57
141.101.114.138,2052,FALSE,SJC,North America,San Jose,143,16.57
104.16.149.163,8080,FALSE,SJC,North America,San Jose,158,16.55
104.17.239.113,8080,FALSE,SJC,North America,San Jose,154,16.55
104.17.149.78,2082,FALSE,SJC,North America,San Jose,131,16.54
104.18.183.144,8880,FALSE,SJC,North America,San Jose,143,16.54
104.18.135.13,2052,FALSE,SJC,North America,San Jose,156,16.54
104.16.157.107,8080,FALSE,SJC,North America,San Jose,168,16.54
104.21.229.110,2095,FALSE,SJC,North America,San Jose,180,16.54
104.17.252.228,80,FALSE,SJC,North America,San Jose,147,16.53
104.17.49.151,8080,FALSE,SJC,North America,San Jose,139,16.52
104.19.231.253,2082,FALSE,SJC,North America,San Jose,142,16.51
104.16.255.14,2082,FALSE,SJC,North America,San Jose,125,16.51
104.16.156.17,2086,FALSE,SJC,North America,San Jose,138,16.5
104.18.113.26,8880,FALSE,SJC,North America,San Jose,138,16.47
104.16.221.164,2082,FALSE,SJC,North America,San Jose,139,16.47
104.17.209.20,2086,FALSE,SJC,North America,San Jose,154,16.46
104.16.199.238,2082,FALSE,SJC,North America,San Jose,133,16.46
104.16.126.130,2052,FALSE,SJC,North America,San Jose,153,16.45
104.17.166.135,2082,FALSE,SJC,North America,San Jose,155,16.45
104.17.78.172,2052,FALSE,SJC,North America,San Jose,155,16.45
104.18.250.214,2052,FALSE,SJC,North America,San Jose,155,16.45
104.17.65.193,80,FALSE,SJC,North America,San Jose,137,16.44
104.17.128.14,2052,FALSE,SJC,North America,San Jose,155,16.43
104.18.116.7,2052,FALSE,SJC,North America,San Jose,134,16.43
104.16.202.15,8880,FALSE,SJC,North America,San Jose,157,16.42
104.18.152.228,8880,FALSE,SJC,North America,San Jose,144,16.41
104.16.153.14,8880,FALSE,SJC,North America,San Jose,142,16.4
141.101.114.46,80,FALSE,SJC,North America,San Jose,193,16.4
104.19.154.190,8880,FALSE,SJC,North America,San Jose,147,16.4
104.16.228.52,2082,FALSE,SJC,North America,San Jose,136,16.38
104.17.224.99,2082,FALSE,SJC,North America,San Jose,135,16.38
104.17.64.162,80,FALSE,SJC,North America,San Jose,143,16.38
104.18.252.186,80,FALSE,SJC,North America,San Jose,145,16.37
104.17.27.106,8080,FALSE,SJC,North America,San Jose,155,16.35
104.17.110.253,2052,FALSE,SJC,North America,San Jose,155,16.35
104.18.251.156,8880,FALSE,SJC,North America,San Jose,130,16.35
104.17.70.50,2086,FALSE,SJC,North America,San Jose,157,16.34
104.16.253.178,80,FALSE,SJC,North America,San Jose,144,16.33
104.16.129.198,8880,FALSE,SJC,North America,San Jose,135,16.33
104.17.242.124,2086,FALSE,SJC,North America,San Jose,139,16.33
104.17.155.253,2086,FALSE,SJC,North America,San Jose,136,16.3
104.18.176.177,8880,FALSE,SJC,North America,San Jose,149,16.3
104.17.77.87,80,FALSE,SJC,North America,San Jose,178,16.29
104.18.127.129,2082,FALSE,SJC,North America,San Jose,148,16.29
104.17.143.183,2086,FALSE,SJC,North America,San Jose,152,16.28
104.17.83.54,2082,FALSE,SJC,North America,San Jose,147,16.27
104.17.54.158,2086,FALSE,SJC,North America,San Jose,152,16.27
104.16.117.11,2086,FALSE,SJC,North America,San Jose,132,16.27
190.93.244.54,80,FALSE,SJC,North America,San Jose,176,16.26
104.16.187.180,8880,FALSE,SJC,North America,San Jose,150,16.26
104.18.204.33,2082,FALSE,SJC,North America,San Jose,132,16.25
104.18.88.67,2082,FALSE,SJC,North America,San Jose,149,16.25
104.19.239.193,2052,FALSE,SJC,North America,San Jose,138,16.25
104.18.87.59,8880,FALSE,SJC,North America,San Jose,133,16.24
104.16.231.45,80,FALSE,SJC,North America,San Jose,140,16.22
104.18.173.197,2082,FALSE,SJC,North America,San Jose,140,16.22
104.16.197.76,2082,FALSE,SJC,North America,San Jose,137,16.21
104.19.156.92,2052,FALSE,SJC,North America,San Jose,144,16.21
104.16.176.13,2086,FALSE,SJC,North America,San Jose,146,16.21
104.16.229.164,8880,FALSE,SJC,North America,San Jose,142,16.21
104.17.156.67,80,FALSE,SJC,North America,San Jose,142,16.2
104.18.90.122,2086,FALSE,SJC,North America,San Jose,135,16.19
104.17.59.85,2086,FALSE,SJC,North America,San Jose,151,16.19
104.16.143.127,80,FALSE,SJC,North America,San Jose,146,16.19
104.17.220.214,2086,FALSE,SJC,North America,San Jose,142,16.19
104.17.48.202,8080,FALSE,SJC,North America,San Jose,133,16.18
104.17.252.86,2082,FALSE,SJC,North America,San Jose,148,16.18
104.18.84.4,80,FALSE,SJC,North America,San Jose,166,16.18
104.16.125.199,2082,FALSE,SJC,North America,San Jose,133,16.18
104.18.208.252,8880,FALSE,SJC,North America,San Jose,125,16.17
104.17.28.138,2086,FALSE,SJC,North America,San Jose,161,16.17
104.18.252.216,2082,FALSE,SJC,North America,San Jose,135,16.16
104.17.182.173,80,FALSE,SJC,North America,San Jose,149,16.16
104.16.248.137,2052,FALSE,SJC,North America,San Jose,138,16.16
104.19.144.64,8880,FALSE,SJC,North America,San Jose,137,16.15
104.18.94.115,8880,FALSE,SJC,North America,San Jose,150,16.15
104.18.83.136,8880,FALSE,SJC,North America,San Jose,154,16.14
104.17.78.153,8080,FALSE,SJC,North America,San Jose,145,16.14
104.17.132.223,8080,FALSE,SJC,North America,San Jose,168,16.13
104.16.23.18,2086,FALSE,SJC,North America,San Jose,130,16.13
104.17.180.187,80,FALSE,SJC,North America,San Jose,140,16.12
104.18.99.210,2086,FALSE,SJC,North America,San Jose,133,16.12
104.16.219.152,8080,FALSE,SJC,North America,San Jose,147,16.11
104.16.153.227,80,FALSE,SJC,North America,San Jose,140,16.1
104.21.239.139,2086,FALSE,SJC,North America,San Jose,153,16.09
104.21.234.35,8880,FALSE,SJC,North America,San Jose,158,16.08
104.16.199.116,80,FALSE,SJC,North America,San Jose,138,16.08
104.21.231.168,2082,FALSE,SJC,North America,San Jose,124,16.07
104.17.14.233,2052,FALSE,SJC,North America,San Jose,157,16.07
104.17.222.133,2082,FALSE,SJC,North America,San Jose,164,16.06
104.16.138.205,8080,FALSE,SJC,North America,San Jose,173,16.05
162.159.60.147,8080,FALSE,SJC,North America,San Jose,164,16.05
104.17.122.128,2052,FALSE,SJC,North America,San Jose,148,16.03
104.17.119.140,80,FALSE,SJC,North America,San Jose,137,16.02
104.18.223.215,2052,FALSE,SJC,North America,San Jose,148,16.02
104.16.174.254,2086,FALSE,SJC,North America,San Jose,139,16
104.19.248.195,2052,FALSE,SJC,North America,San Jose,144,16
104.17.3.195,8080,FALSE,SJC,North America,San Jose,166,16
104.16.215.196,2052,FALSE,SJC,North America,San Jose,138,15.99
104.16.209.102,8080,FALSE,SJC,North America,San Jose,162,15.98
104.16.206.120,8080,FALSE,SJC,North America,San Jose,150,15.97
104.17.119.17,2052,FALSE,SJC,North America,San Jose,154,15.97
104.18.245.208,2082,FALSE,SJC,North America,San Jose,130,15.96
104.18.132.173,2086,FALSE,SJC,North America,San Jose,156,15.94
104.19.160.180,8880,FALSE,SJC,North America,San Jose,155,15.93
104.18.76.202,80,FALSE,SJC,North America,San Jose,182,15.93
104.17.25.253,2086,FALSE,SJC,North America,San Jose,152,15.93
104.17.148.188,2082,FALSE,SJC,North America,San Jose,127,15.92
104.17.38.44,2052,FALSE,SJC,North America,San Jose,134,15.92
104.17.108.195,2082,FALSE,SJC,North America,San Jose,155,15.92
104.17.215.86,2086,FALSE,SJC,North America,San Jose,144,15.91
104.17.121.70,80,FALSE,SJC,North America,San Jose,149,15.91
104.17.82.8,2086,FALSE,SJC,North America,San Jose,137,15.91
104.16.119.52,2086,FALSE,SJC,North America,San Jose,136,15.9
104.17.79.3,8080,FALSE,SJC,North America,San Jose,170,15.88
104.16.178.48,2052,FALSE,SJC,North America,San Jose,149,15.87
104.17.8.81,2082,FALSE,SJC,North America,San Jose,142,15.87
104.17.28.43,80,FALSE,SJC,North America,San Jose,160,15.86
104.19.219.123,8880,FALSE,SJC,North America,San Jose,152,15.86
104.16.185.69,8880,FALSE,SJC,North America,San Jose,159,15.86
104.18.69.21,2052,FALSE,SJC,North America,San Jose,150,15.86
104.17.6.35,2052,FALSE,SJC,North America,San Jose,154,15.86
104.17.4.214,2086,FALSE,SJC,North America,San Jose,162,15.86
104.16.237.124,8880,FALSE,SJC,North America,San Jose,164,15.85
104.16.193.149,2052,FALSE,SJC,North America,San Jose,156,15.84
104.16.237.151,2052,FALSE,SJC,North America,San Jose,151,15.84
104.16.187.106,8080,FALSE,SJC,North America,San Jose,144,15.83
104.16.160.167,8080,FALSE,SJC,North America,San Jose,164,15.83
104.18.225.19,2082,FALSE,SJC,North America,San Jose,161,15.83
104.16.236.2,80,FALSE,SJC,North America,San Jose,145,15.83
104.16.88.156,2086,FALSE,SJC,North America,San Jose,129,15.82
104.16.184.184,2052,FALSE,SJC,North America,San Jose,141,15.82
104.17.32.237,8880,FALSE,SJC,North America,San Jose,145,15.81
104.17.65.37,2086,FALSE,SJC,North America,San Jose,163,15.81
104.16.225.155,8080,FALSE,SJC,North America,San Jose,146,15.8
104.18.221.206,2082,FALSE,SJC,North America,San Jose,161,15.8
104.19.239.12,2082,FALSE,SJC,North America,San Jose,138,15.8
104.17.116.83,2052,FALSE,SJC,North America,San Jose,154,15.8
104.17.208.86,2086,FALSE,SJC,North America,San Jose,136,15.79
104.16.248.189,8080,FALSE,SJC,North America,San Jose,152,15.78
104.17.132.192,80,FALSE,SJC,North America,San Jose,158,15.78
104.16.206.56,2082,FALSE,SJC,North America,San Jose,142,15.76
104.18.96.187,80,FALSE,SJC,North America,San Jose,147,15.76
104.18.81.139,2082,FALSE,SJC,North America,San Jose,166,15.75
104.17.102.39,2082,FALSE,SJC,North America,San Jose,139,15.75
104.17.60.111,2082,FALSE,SJC,North America,San Jose,140,15.74
104.17.53.80,2082,FALSE,SJC,North America,San Jose,142,15.73
104.16.207.17,8080,FALSE,SJC,North America,San Jose,143,15.73
104.19.222.63,2052,FALSE,SJC,North America,San Jose,155,15.72
104.16.227.12,2086,FALSE,SJC,North America,San Jose,131,15.71
104.18.223.239,2082,FALSE,SJC,North America,San Jose,158,15.7
104.17.120.191,2052,FALSE,SJC,North America,San Jose,146,15.68
104.16.213.121,2082,FALSE,SJC,North America,San Jose,143,15.68
104.17.238.24,8080,FALSE,SJC,North America,San Jose,173,15.68
104.18.96.240,8880,FALSE,SJC,North America,San Jose,138,15.68
104.18.122.244,2086,FALSE,SJC,North America,San Jose,144,15.68
104.19.165.70,8880,FALSE,SJC,North America,San Jose,165,15.68
104.17.8.152,8080,FALSE,SJC,North America,San Jose,168,15.67
104.18.151.183,8880,FALSE,SJC,North America,San Jose,149,15.67
104.18.90.152,2052,FALSE,SJC,North America,San Jose,133,15.67
104.16.230.180,80,FALSE,SJC,North America,San Jose,167,15.66
104.21.238.217,2095,FALSE,SJC,North America,San Jose,133,15.65
104.17.255.82,2082,FALSE,SJC,North America,San Jose,134,15.64
104.16.171.64,8080,FALSE,SJC,North America,San Jose,133,15.64
104.17.138.40,2086,FALSE,SJC,North America,San Jose,146,15.64
104.17.226.182,2082,FALSE,SJC,North America,San Jose,155,15.63
104.18.255.180,2052,FALSE,SJC,North America,San Jose,134,15.63
104.17.32.252,2086,FALSE,SJC,North America,San Jose,137,15.63
141.101.115.237,2052,FALSE,SJC,North America,San Jose,149,15.61
104.21.234.91,2095,FALSE,SJC,North America,San Jose,144,15.61
104.16.178.189,2082,FALSE,SJC,North America,San Jose,133,15.6
104.19.169.223,8880,FALSE,SJC,North America,San Jose,138,15.6
104.17.22.82,8080,FALSE,SJC,North America,San Jose,155,15.59
104.16.245.1,8080,FALSE,SJC,North America,San Jose,146,15.59
104.17.165.174,2082,FALSE,SJC,North America,San Jose,132,15.59
104.17.208.236,80,FALSE,SJC,North America,San Jose,182,15.58
104.16.98.217,80,FALSE,SJC,North America,San Jose,157,15.57
104.17.27.179,2086,FALSE,SJC,North America,San Jose,142,15.57
104.17.225.35,2052,FALSE,SJC,North America,San Jose,159,15.57
104.18.248.168,2052,FALSE,SJC,North America,San Jose,159,15.56
104.16.237.123,80,FALSE,SJC,North America,San Jose,144,15.56
